"y.binomial" "n.binomial" "center" "cramer" "ratio" "PNT"
6 51 4916 FALSE 1.01022285831118 5.1902494832442
4 51 1834 FALSE 1.02763957987839 5.7686997078016
9 51 370 TRUE 1.14492753623188 7.02657418167508
7 51 2533 FALSE 1.01993620414673 5.56589235788402
7 51 3018 FALSE 1.01670564650852 5.4615378178874
4 51 3118 FALSE 1.01616553507921 5.44258252640435
9 51 221 TRUE 1.25510204081633 7.55223665527611
5 51 3262 FALSE 1.01544640098857 5.41655389967877
4 51 3150 FALSE 1.016 5.43662643348796
7 51 2251 FALSE 1.02246181491465 5.63829672154566
6 51 4676 FALSE 1.01075037626317 5.21686328496355
6 51 2901 FALSE 1.01738525730181 5.48474199738098
6 51 2158 FALSE 1.02344116268167 5.66470262915334
5 51 4049 FALSE 1.0124254473161 5.29492045228523
5 51 3490 FALSE 1.01443001443001 5.37788168822249
4 51 1352 FALSE 1.03767897513188 5.97368720485784
2 51 3975 FALSE 1.0126582278481 5.30513432856577
3 51 4828 FALSE 1.01041016031647 5.19977198461766
10 51 2693 FALSE 1.01874062968516 5.52893030646845
8 51 3528 FALSE 1.01427347987439 5.37178352024438
7 51 2784 FALSE 1.01812250815513 5.50912317335559
6 51 3859 FALSE 1.01304121022431 5.32147136798119
8 51 738 TRUE 1.07012622720898 6.42496662500253
9 51 1478 FALSE 1.03441156228493 5.91257889496191
8 51 4794 FALSE 1.01048437827637 5.20360143832193
8 51 1854 FALSE 1.02733734281028 5.76151040131032
8 51 3527 FALSE 1.01427755568247 5.37193139241873
5 51 3095 FALSE 1.01628664495114 5.44686241267868
5 51 2472 FALSE 1.02043318348999 5.58072703450586
5 51 3087 FALSE 1.01632919660353 5.44840155476192
7 51 554 TRUE 1.0945179584121 6.66252854007479
6 51 4081 FALSE 1.01232741617357 5.29056668827985
9 51 1595 FALSE 1.03184713375796 5.86081454556705
8 51 499 TRUE 1.10548523206751 6.75386916838956
7 51 1175 TRUE 1.04347826086957 6.07271171301721
7 51 2063 FALSE 1.02453385672228 5.69328995445233
6 51 2339 FALSE 1.02160760587727 5.61469636884675
6 51 2849 FALSE 1.01770538243626 5.49544650447655
5 51 1953 FALSE 1.02593360995851 5.72804363133886
8 51 3350 FALSE 1.01503759398496 5.4012186602281
9 51 484 TRUE 1.10893246187364 6.78061373082947
6 51 3250 FALSE 1.01550387596899 5.4186356030749
9 51 1104 TRUE 1.04633920296571 6.11768726803365
4 51 1339 FALSE 1.03805175038052 5.98021476489583
9 51 211 TRUE 1.26881720430108 7.60559554472294
10 51 439 TRUE 1.1207729468599 6.86767037537713
4 51 4749 FALSE 1.01058425063506 5.20854067467519
6 51 2596 FALSE 1.0194476857254 5.55097773342203
4 51 1359 FALSE 1.03748125937031 5.97010532488318
8 51 1587 FALSE 1.03201024327785 5.86411329115754
9 51 590 TRUE 1.08849557522124 6.60972716389719
8 51 820 TRUE 1.06289308176101 6.34192399881537
9 51 1441 FALSE 1.03531073446328 5.92968355904083
5 51 3825 FALSE 1.01315789473684 5.32639414272637
4 51 1396 FALSE 1.036469730124 5.95136655175656
7 51 4282 FALSE 1.01174536058257 5.26429299698913
7 51 3607 FALSE 1.01395868230039 5.35934234427725
6 51 2994 FALSE 1.01684068710003 5.46625897150443
4 51 3155 FALSE 1.01597444089457 5.43575465694039
6 51 4739 FALSE 1.01060670343657 5.20967746930557
8 51 383 TRUE 1.13966480446927 6.99556024799042
7 51 305 TRUE 1.17857142857143 7.21551031292358
4 51 4392 FALSE 1.01144950767117 5.25053587075683
6 51 3227 FALSE 1.0156152404747 5.42274217727834
9 51 2292 FALSE 1.02205558006176 5.62712388960995
8 51 644 TRUE 1.08077544426494 6.53574233042164
6 51 1931 FALSE 1.02623294858342 5.73535738385795
8 51 363 TRUE 1.14792899408284 7.04532068677626
7 51 2100 FALSE 1.02409638554217 5.6817906075616
8 51 565 TRUE 1.09259259259259 6.64603342833996
6 51 982 TRUE 1.05224660397074 6.20456039868174
6 51 3651 FALSE 1.01378929950359 5.35242931433697
6 51 3488 FALSE 1.01443834825296 5.37823724986578
6 51 3034 FALSE 1.01661681621801 5.45847709884964
10 51 1471 FALSE 1.03457814661134 5.9154288356975
6 51 2237 FALSE 1.02260397830018 5.64222127063073
6 51 2312 FALSE 1.02186270223 5.62173931340618
7 51 2652 FALSE 1.01903311762467 5.53816945151061
7 51 4936 FALSE 1.01018122581959 5.18803796257316
9 51 4239 FALSE 1.01186521120076 5.26978030806259
6 51 4770 FALSE 1.01053740779768 5.20627508173561
9 51 1105 TRUE 1.0462962962963 6.11701468914575
7 51 1267 FALSE 1.0402576489533 6.01905563951013
5 51 2631 FALSE 1.01918649270913 5.54293877934242
7 51 1732 FALSE 1.02929115407147 5.80602347007746
7 51 899 TRUE 1.05720823798627 6.27139423382533
5 51 783 TRUE 1.06596306068602 6.37807331061356
9 51 1014 TRUE 1.05055611729019 6.18019506771478
5 51 2521 FALSE 1.02003205128205 5.56880707098804
6 51 2895 FALSE 1.01742160278746 5.48600453846444
6 51 2905 FALSE 1.01736111111111 5.48395394405134
6 51 1260 FALSE 1.04048582995951 6.02339364800943
7 51 4471 FALSE 1.01124606387764 5.24087168936171
9 51 1451 FALSE 1.03506311360449 5.92503376056857
6 51 3835 FALSE 1.01312335958005 5.32498761140852
6 51 4895 FALSE 1.01026694045175 5.19245432643766
7 51 4508 FALSE 1.01115324559447 5.23644419589584
6 51 1191 TRUE 1.04288164665523 6.06298034762673
7 51 2098 FALSE 1.02411963338157 5.68249589256374
6 51 3097 FALSE 1.01627604166667 5.44647102452029
5 51 2239 FALSE 1.02258355916892 5.64172171048563
7 51 1638 FALSE 1.03099814011159 5.84299999234034
4 51 3879 FALSE 1.01297353399066 5.31863132391885
8 51 736 TRUE 1.07032348804501 6.42816444968253
10 51 1284 FALSE 1.03971405877681 6.00983561234517
4 51 2496 FALSE 1.0202347227843 5.57486126260295
4 51 2582 FALSE 1.01955416503715 5.55426384743896
9 51 4954 FALSE 1.01014404544532 5.1861315272547
8 51 2138 FALSE 1.02366303833412 5.67051246709002
7 51 3061 FALSE 1.01646903820817 5.45331574382743
9 51 4956 FALSE 1.01013993104847 5.18590206024783
4 51 1373 FALSE 1.03709198813056 5.9628746450237
8 51 817 TRUE 1.06313131313131 6.34495765293751
8 51 2013 FALSE 1.0251509054326 5.70884270063391
4 51 1367 FALSE 1.03725782414307 5.96614270996
7 51 3683 FALSE 1.01366867140514 5.34758266726146
5 51 4414 FALSE 1.01139211665527 5.24784023506629
8 51 1734 FALSE 1.02925687536571 5.8052473353093
5 51 4419 FALSE 1.01137915339099 5.24721542092516
6 51 4727 FALSE 1.01063377286261 5.2110414155286
7 51 1861 FALSE 1.02723311546841 5.75937571337261
3 51 3137 FALSE 1.01606683804627 5.43908741490208
9 51 1287 FALSE 1.03961965134707 6.00803542916023
8 51 4928 FALSE 1.01019783805833 5.18889935248774
8 51 1083 TRUE 1.04725897920605 6.13173956190298
9 51 109 TRUE 1.5952380952381 8.40877076336186
5 51 3494 FALSE 1.01441337561257 5.37724097068053
6 51 892 TRUE 1.05767012687428 6.27692587684305
7 51 2351 FALSE 1.02149613069647 5.61142697036541
5 51 4198 FALSE 1.01198178768272 5.27511187682052
11 101 2514 TRUE 1.04058441558442 11.1410537433331
11 101 2562 TRUE 1.03980891719745 11.1180438806423
13 101 2278 TRUE 1.04488330341113 11.2621931344402
15 101 577 TRUE 1.18975332068311 13.257448112753
9 101 4342 TRUE 1.0232991612302 10.5135249811034
12 101 3037 TRUE 1.03347840642785 10.9160310902845
13 101 1893 TRUE 1.05425935973956 11.4962422842141
14 101 1193 TRUE 1.08748906386702 12.1244265160707
12 101 3422 TRUE 1.02965599051008 10.7781713628769
16 101 3497 TRUE 1.02901073397157 10.7535294836712
10 101 4812 TRUE 1.0209995800084 10.4030696424361
11 101 1678 TRUE 1.06142506142506 11.6544017777641
13 101 2808 TRUE 1.03625815808557 11.0081065744577
15 101 1004 TRUE 1.10482180293501 12.3758385224009
12 101 4495 TRUE 1.02249718785152 10.4760080572523
17 101 1068 TRUE 1.09823182711198 12.2842522586428
14 101 2064 TRUE 1.04965243296922 11.385622148388
11 101 2939 TRUE 1.03461405330564 10.9543820620772
11 101 2618 TRUE 1.03894080996885 11.0918417169134
15 101 1501 TRUE 1.06891798759476 11.8037647310314
12 101 1841 TRUE 1.05583472920156 11.532444950993
9 101 4358 TRUE 1.02321262766945 10.5095185981086
11 101 3031 TRUE 1.03354579000335 10.9181620666084
12 101 1665 TRUE 1.06191950464396 11.6647018402416
18 101 606 TRUE 1.17985611510791 13.1749007405446
12 101 4520 TRUE 1.02237136465324 10.4700258544875
13 101 1218 TRUE 1.08561643835616 12.0948339637687
15 101 2643 TRUE 1.03856536829927 11.0805875086858
12 101 2589 TRUE 1.03938558487594 11.1054275169664
12 101 1850 TRUE 1.05555555555556 11.5261358863611
14 101 956 TRUE 1.11037527593819 12.4498663016594
14 101 1098 TRUE 1.09541984732824 12.2437982674204
11 101 3055 TRUE 1.03327787021631 10.9089052597183
11 101 4456 TRUE 1.02269632319564 10.4854166128866
12 101 3258 TRUE 1.03117206982544 10.8344309759969
14 101 4046 TRUE 1.02502502502503 10.590649899056
18 101 217 TRUE 1.59880239520958 15.1634401801436
19 101 268 TRUE 1.45871559633028 14.7065015190372
9 101 1365 TRUE 1.07604562737643 11.9342599369387
17 101 2680 TRUE 1.03802281368821 11.0639305424452
17 101 639 TRUE 1.16977928692699 13.0859778837396
15 101 1650 TRUE 1.0625 11.6765211188986
12 101 4288 TRUE 1.02359603586597 10.5271980639047
8 101 4869 TRUE 1.02075119319361 10.3905671904689
11 101 3988 TRUE 1.0253936008126 10.6065205554216
12 101 4140 TRUE 1.02444987775061 10.5653859501005
11 101 2958 TRUE 1.0343878954608 10.9466636662544
12 101 4300 TRUE 1.02352941176471 10.5240641416279
15 101 345 TRUE 1.33898305084746 14.193509257945
15 101 328 TRUE 1.35971223021583 14.2938599369993
21 101 92 TRUE 3.38095238095238 17.4382824483831
15 101 367 TRUE 1.31545741324921 14.0739883382677
12 101 2873 TRUE 1.03542330853702 10.9810095889529
12 101 2846 TRUE 1.03576537911302 10.9922751479683
10 101 2555 TRUE 1.03992015968064 11.1212654674836
13 101 3977 TRUE 1.02546473134708 10.6096488490339
14 101 1234 TRUE 1.08445945945946 12.0756790844237
14 101 803 TRUE 1.132802124834 12.7177622667846
14 101 3332 TRUE 1.03046922608166 10.8086166337033
17 101 425 TRUE 1.26666666666667 13.8007153733601
14 101 2133 TRUE 1.048007681229 11.3441474997883
12 101 4663 TRUE 1.0216778668979 10.4366857663089
10 101 4160 TRUE 1.02433090024331 10.5601121589303
11 101 2168 TRUE 1.04721435316336 11.3236745696549
14 101 806 TRUE 1.13227513227513 12.7117922712157
17 101 1057 TRUE 1.09930486593843 12.2997971884468
13 101 2636 TRUE 1.03866976024749 11.0836547683177
15 101 2390 TRUE 1.04273504273504 11.2028819626444
15 101 1499 TRUE 1.06901311249137 11.805377979368
11 101 4003 TRUE 1.02529724260056 10.6025410066874
11 101 3409 TRUE 1.02977076510866 10.7825695346487
13 101 4031 TRUE 1.02511931675458 10.5947886198829
10 101 4818 TRUE 1.02097315436242 10.4017593596594
13 101 1185 TRUE 1.08810572687225 12.1337306911071
13 101 3281 TRUE 1.03095017022594 10.826301999069
13 101 1985 TRUE 1.05167958656331 11.4352786014457
13 101 1552 TRUE 1.06657789613848 11.7584382059944
13 101 4627 TRUE 1.02184837229626 10.4449449035012
12 101 3834 TRUE 1.02642706131078 10.6502715860162
12 101 1965 TRUE 1.05221932114883 11.4483727500196
11 101 1160 TRUE 1.09009009009009 12.1645033195641
10 101 4312 TRUE 1.02346316283435 10.5210599040643
13 101 1126 TRUE 1.09293680297398 12.2074033648954
11 101 3197 TRUE 1.03177629488402 10.8564449724803
15 101 1437 TRUE 1.07209805335256 11.8632255674483
15 101 2335 TRUE 1.0437636761488 11.2314431757458
12 101 4757 TRUE 1.02124495432335 10.4153465201043
15 101 2429 TRUE 1.04203446826398 11.182981770007
12 101 4274 TRUE 1.02367424242424 10.5306118132216
13 101 4095 TRUE 1.02472187886279 10.5775044589629
15 101 2311 TRUE 1.04422821760283 11.2443227782881
14 101 737 TRUE 1.14556040756914 12.8532601493473
13 101 3908 TRUE 1.02592016588906 10.6289766707689
15 101 898 TRUE 1.11792452830189 12.5441063614277
14 101 1034 TRUE 1.10162601626016 12.332279314801
13 101 4766 TRUE 1.02120441051739 10.4133365919778
13 101 4624 TRUE 1.02186270223 10.4456307936082
18 101 202 TRUE 1.65789473684211 15.3262378358082
11 101 1689 TRUE 1.06101281269067 11.6456756879338
14 101 2259 TRUE 1.04526935264826 11.2724935835698
9 101 2525 TRUE 1.04040404040404 11.1355689228451
17 101 1080 TRUE 1.09708737864078 12.2681486253826
16 101 377 TRUE 1.30581039755352 14.0238887917243
13 101 3907 TRUE 1.02592688618097 10.6292400020668
11 101 2888 TRUE 1.03523608174771 10.974830626581
13 101 2007 TRUE 1.05109862033725 11.4213650028938
10 101 4144 TRUE 1.02442598925256 10.5644414254048
14 101 1036 TRUE 1.10141987829615 12.3295083104469
15 101 1037 TRUE 1.10131712259372 12.3278162211944
11 101 4284 TRUE 1.02361832782239 10.5280840296642
10 101 2554 TRUE 1.03993610223642 11.1219313705909
10 101 1813 TRUE 1.05672149744753 11.5523637798736
13 101 1635 TRUE 1.06309148264984 11.6884405736795
9 101 4736 TRUE 1.02134016218523 10.4201129688921
12 101 4135 TRUE 1.02447980416157 10.5667040854346
12 101 2138 TRUE 1.04789272030651 11.3411535542245
13 101 2295 TRUE 1.0445434298441 11.2526693547453
12 101 1844 TRUE 1.05574136008919 11.5304322149306
12 101 4827 TRUE 1.02093364036006 10.3997859448068
13 101 4941 TRUE 1.02044571662237 10.3750817937728
13 101 1859 TRUE 1.05527915975677 11.5196773227586
18 101 395 TRUE 1.28985507246377 13.9352572906818
10 101 2558 TRUE 1.03987240829346 11.1199418288158
13 101 3043 TRUE 1.03341129301704 10.9135497199525
10 101 3143 TRUE 1.03233107015842 10.8760285782717
18 101 246 TRUE 1.51020408163265 14.8969830094323
13 101 3287 TRUE 1.03089280197714 10.824233315962
11 101 3175 TRUE 1.032 10.8642392208468
13 101 2276 TRUE 1.04492362982929 11.2630103115374
12 101 4701 TRUE 1.02150075252634 10.4279589348569
13 101 2926 TRUE 1.03477051460362 10.9595735264788
10 101 2183 TRUE 1.04688232536334 11.3149782787622
10 101 4074 TRUE 1.02485089463221 10.5831782102227
14 101 3515 TRUE 1.02886002886003 10.7478117884902
9 101 1377 TRUE 1.07535795026375 11.9225426957715
10 101 4000 TRUE 1.0253164556962 10.6032919978374
8 101 4853 TRUE 1.02082032063294 10.3940505518349
17 101 2718 TRUE 1.03748125937031 11.0468580421645
14 101 3553 TRUE 1.02854695974879 10.7356779553215
13 101 2809 TRUE 1.03624501631026 11.0077499510622
14 101 3884 TRUE 1.02608242044862 10.6357807434359
14 101 763 TRUE 1.14025245441795 12.7984740825012
15 101 1503 TRUE 1.06882312456986 11.8021918959471
10 101 4819 TRUE 1.02096875655274 10.4015347980685
12 101 1879 TRUE 1.05467468562056 11.5059759316101
14 101 3552 TRUE 1.02855511136493 10.7358810427065
10 101 3120 TRUE 1.03257328990228 10.8845384820185
10 101 2497 TRUE 1.04086636697998 11.1493835352171
8 101 3112 TRUE 1.03265839320705 10.8873721807851
15 101 579 TRUE 1.1890359168242 13.2529157971677
12 101 4106 TRUE 1.02465483234714 10.5746393690118
16 101 1620 TRUE 1.06369426751592 11.7008588274771
14 101 524 TRUE 1.21097046413502 13.4243650486524
15 101 1200 TRUE 1.08695652173913 12.1160073593733
14 101 2088 TRUE 1.04906771344455 11.3712538099541
14 101 2364 TRUE 1.04321521175454 11.2163316074883
12 101 2874 TRUE 1.03541076487252 10.9805997078325
14 101 1978 TRUE 1.05186721991701 11.4399274004088
12 101 3375 TRUE 1.03007518796992 10.7939395167537
14 101 509 TRUE 1.21786492374728 13.4755559252958
12 101 3275 TRUE 1.03100775193798 10.8284904217895
13 101 1129 TRUE 1.09267840593142 12.2033055386142
9 101 1364 TRUE 1.07610350076104 11.9353990652259
19 101 236 TRUE 1.53763440860215 14.9801644773415
17 101 464 TRUE 1.24154589371981 13.6425043395584
12 101 4774 TRUE 1.02116850127011 10.4115399439252
12 101 2621 TRUE 1.0388953714508 11.0907332705338
10 101 1384 TRUE 1.07496251874063 11.9150123065038
14 101 1612 TRUE 1.0640204865557 11.707433602839
18 101 615 TRUE 1.17699115044248 13.1513433052115
16 101 845 TRUE 1.12578616352201 12.6391293906158
17 101 1466 TRUE 1.07062146892655 11.8357095045155
11 101 3850 TRUE 1.02631578947368 10.6456334627102
14 101 1421 TRUE 1.07293946024799 11.8786412441357
12 101 4307 TRUE 1.02349072116514 10.5222650272092
13 101 3632 TRUE 1.02791736460078 10.7108064250643
12 101 3019 TRUE 1.03368137420007 10.9227585987862
12 101 3180 TRUE 1.03194888178914 10.8623372285853
13 101 4764 TRUE 1.02121340687314 10.4137695465429
17 101 408 TRUE 1.27932960893855 13.8747616914731
16 101 330 TRUE 1.35714285714286 14.2827396011813
11 101 4417 TRUE 1.02289901534234 10.4949499945363
12 101 3252 TRUE 1.03123048094941 10.8365266876832
15 101 2317 TRUE 1.04411116012351 11.2409830284807
15 101 669 TRUE 1.16155088852989 13.0112458568487
13 101 1956 TRUE 1.05246589716684 11.4545070934253
16 101 388 TRUE 1.29585798816568 13.9682323448839
14 101 2125 TRUE 1.04819277108434 11.3488900933641
16 101 590 TRUE 1.18518518518519 13.2214403006731
15 101 1007 TRUE 1.10449320794148 12.371460350711
12 101 3676 TRUE 1.02757859900717 10.6972725461329
15 101 3513 TRUE 1.02887669650592 10.7484398073319
12 101 3059 TRUE 1.03323363243603 10.907426915308
15 101 1496 TRUE 1.06915629322268 11.8083209556186
15 101 2262 TRUE 1.04520795660036 11.270639942627
15 101 2337 TRUE 1.04372540445999 11.2303900032522
16 101 2677 TRUE 1.03806623524933 11.0652538844162
14 101 4264 TRUE 1.02373042240152 10.5332999810776
11 101 4795 TRUE 1.02107481559536 10.4068243934834
13 101 1130 TRUE 1.09259259259259 12.2030756792171
14 101 1292 TRUE 1.0805152979066 12.0107520867906
15 101 2656 TRUE 1.03837298541827 11.0745246002623
13 101 1757 TRUE 1.05858230814294 11.5932648586135
14 101 924 TRUE 1.11441647597254 12.5008670438683
14 101 808 TRUE 1.13192612137203 12.7082765962641
15 101 1039 TRUE 1.10111223458038 12.3250817278594
11 101 2546 TRUE 1.0400641025641 11.1255570125284
12 101 2920 TRUE 1.03484320557491 10.9618875975025
12 101 2930 TRUE 1.03472222222222 10.9578849708237
15 101 1285 TRUE 1.08097165991903 12.018417751287
12 101 4496 TRUE 1.02249212775529 10.4758978030526
17 101 1476 TRUE 1.07012622720898 11.8267787322006
11 101 3860 TRUE 1.02624671916011 10.6427670401819
14 101 4920 TRUE 1.02053388090349 10.3795752977849
12 101 4533 TRUE 1.02230649118894 10.4669789193008
13 101 1216 TRUE 1.08576329331046 12.0967095210927
14 101 2123 TRUE 1.04823926676315 11.3501541475655
10 101 3122 TRUE 1.03255208333333 10.8837342637779
14 101 2264 TRUE 1.04516711833785 11.2697096725472
13 101 1663 TRUE 1.06199628022319 11.6661272351402
13 101 3904 TRUE 1.02594706798132 10.6301018061876
14 101 761 TRUE 1.14064697609001 12.802273030217
13 101 1309 TRUE 1.07942811755361 11.9925933203318
10 101 2521 TRUE 1.0404694455686 11.1375297708345
10 101 2607 TRUE 1.03910833007431 11.0972229864001
12 101 2163 TRUE 1.04732607666824 11.3265053967204
11 101 3086 TRUE 1.03293807641634 10.8972723119484
12 101 1398 TRUE 1.07418397626113 11.9013444408042
16 101 842 TRUE 1.12626262626263 12.643764850376
15 101 2038 TRUE 1.05030181086519 11.4019818301547
11 101 1392 TRUE 1.07451564828614 11.9077648693334
12 101 3708 TRUE 1.02733734281028 10.687487502167
12 101 4439 TRUE 1.02278423331055 10.4895240209781
13 101 1759 TRUE 1.05851375073142 11.5918441883345
12 101 4444 TRUE 1.02275830678198 10.4884231049218
13 101 4752 TRUE 1.02126754572522 10.4164633624173
13 101 1886 TRUE 1.05446623093682 11.5013382307061
11 101 3162 TRUE 1.03213367609255 10.8689700458942
13 101 1312 TRUE 1.07923930269414 11.989235406298
14 101 1108 TRUE 1.0945179584121 12.2312037891119
19 101 134 TRUE 2.19047619047619 16.3333963282959
13 101 3519 TRUE 1.02882675122514 10.7464304994428
13 101 917 TRUE 1.11534025374856 12.5126590832475
16 101 2376 TRUE 1.04299226139295 11.2098887787213
14 101 4223 TRUE 1.02396357536544 10.5437355664738
15 151 2539 TRUE 1.06087662337662 16.6937064968131
17 151 2587 TRUE 1.05971337579618 16.6595025240389
21 151 2303 TRUE 1.0673249551167 16.8727601915936
24 151 602 TRUE 1.28462998102467 19.7830407644475
14 151 4367 TRUE 1.03494874184529 15.761037677175
17 151 3062 TRUE 1.05021760964178 16.3596546928474
19 151 1918 TRUE 1.08138903960933 17.2195209085899
21 151 1218 TRUE 1.13123359580052 18.1424077925572
